2021-01-31 08:31:45.832 | INFO     | __main__:<module>:27 - pytest 开始执行用例
2021-01-31 08:44:29.544 | DEBUG    | peng.test_login:test_logi_api:39 - 断言内容：message=>>>>>  账号或密码不正确=={"msg": "账号或密码不正确", "errcode": "0003"}
2021-01-31 08:44:29.575 | DEBUG    | peng.test_login:test_logi_api:24 - 发送登录请求
2021-01-31 08:44:29.591 | DEBUG    | peng.test_login:test_logi_api:25 - 请求方式：post
2021-01-31 08:44:29.591 | DEBUG    | peng.test_login:test_logi_api:26 - 请求地址：http://192.168.1.252:6089/login
2021-01-31 08:44:29.591 | DEBUG    | peng.test_login:test_logi_api:27 - 请求数据：{"username": "kona", "password": "123"}
2021-01-31 08:44:29.591 | DEBUG    | peng.test_login:test_logi_api:28 - 请求数据：{"Content-Type":"application/json"}
2021-01-31 08:44:29.606 | DEBUG    | peng.test_login:test_logi_api:30 - 请求结果：b'{"msg": "\\u8d26\\u53f7\\u6216\\u5bc6\\u7801\\u4e0d\\u6b63\\u786e", "errcode": "0003"}'
2021-01-31 08:44:29.606 | DEBUG    | peng.test_login:test_logi_api:31 - 登录请求结束
2021-01-31 08:44:29.606 | DEBUG    | peng.test_login:test_logi_api:38 - 断言内容：errcode=>>>>>  0003==0003
2021-01-31 08:44:29.606 | DEBUG    | peng.test_login:test_logi_api:39 - 断言内容：message=>>>>>  账号或密码不正确=={"msg": "账号或密码不正确", "errcode": "0003"}
2021-01-31 08:44:29.606 | DEBUG    | peng.test_zhuce:test_logi_api:24 - 发送登录请求
2021-01-31 08:44:29.606 | DEBUG    | peng.test_zhuce:test_logi_api:25 - 请求方式：post
2021-01-31 08:44:29.606 | DEBUG    | peng.test_zhuce:test_logi_api:26 - 请求地址：http://192.168.1.252:6089/login
2021-01-31 08:44:29.606 | DEBUG    | peng.test_zhuce:test_logi_api:27 - 请求数据：{"username": "kona", "password": "123456"}
2021-01-31 08:44:29.606 | DEBUG    | peng.test_zhuce:test_logi_api:28 - 请求数据：{"Content-Type":"application/json"}
2021-01-31 08:44:29.622 | DEBUG    | peng.test_zhuce:test_logi_api:30 - 请求结果：b'{"msg": "\\u767b\\u5f55\\u6210\\u529f", "errcode": "0000"}'
2021-01-31 08:44:29.622 | DEBUG    | peng.test_zhuce:test_logi_api:31 - 登录请求结束
2021-01-31 08:44:29.622 | DEBUG    | peng.test_zhuce:test_logi_api:38 - 断言内容：errcode=>>>>>  0000==0000
2021-01-31 08:44:29.622 | DEBUG    | peng.test_zhuce:test_logi_api:39 - 断言内容：message=>>>>>  登录成功=={"msg": "登录成功", "errcode": "0000"}
2021-01-31 08:44:29.622 | DEBUG    | peng.test_zhuce:test_logi_api:24 - 发送登录请求
2021-01-31 08:44:29.622 | DEBUG    | peng.test_zhuce:test_logi_api:25 - 请求方式：post
2021-01-31 08:44:29.622 | DEBUG    | peng.test_zhuce:test_logi_api:26 - 请求地址：http://192.168.1.252:6089/login
2021-01-31 08:44:29.622 | DEBUG    | peng.test_zhuce:test_logi_api:27 - 请求数据：{"username": "kon", "password": "123"}
2021-01-31 08:44:29.622 | DEBUG    | peng.test_zhuce:test_logi_api:28 - 请求数据：{"Content-Type":"application/json"}
2021-01-31 08:44:29.638 | DEBUG    | peng.test_zhuce:test_logi_api:30 - 请求结果：b'{"msg": "\\u8d26\\u53f7\\u6216\\u5bc6\\u7801\\u4e0d\\u6b63\\u786e", "errcode": "0003"}'
2021-01-31 08:44:29.638 | DEBUG    | peng.test_zhuce:test_logi_api:31 - 登录请求结束
2021-01-31 08:44:29.638 | DEBUG    | peng.test_zhuce:test_logi_api:38 - 断言内容：errcode=>>>>>  0003==0003
2021-01-31 08:44:29.638 | DEBUG    | peng.test_zhuce:test_logi_api:39 - 断言内容：message=>>>>>  账号或密码不正确=={"msg": "账号或密码不正确", "errcode": "0003"}
2021-01-31 08:44:29.638 | DEBUG    | peng.test_zhuce:test_logi_api:24 - 发送登录请求
2021-01-31 08:44:29.638 | DEBUG    | peng.test_zhuce:test_logi_api:25 - 请求方式：post
2021-01-31 08:44:29.638 | DEBUG    | peng.test_zhuce:test_logi_api:26 - 请求地址：http://192.168.1.252:6089/login
2021-01-31 08:44:29.638 | DEBUG    | peng.test_zhuce:test_logi_api:27 - 请求数据：{"username": "kona", "password": "123"}
2021-01-31 08:44:29.638 | DEBUG    | peng.test_zhuce:test_logi_api:28 - 请求数据：{"Content-Type":"application/json"}
2021-01-31 08:44:29.653 | DEBUG    | peng.test_zhuce:test_logi_api:30 - 请求结果：b'{"msg": "\\u8d26\\u53f7\\u6216\\u5bc6\\u7801\\u4e0d\\u6b63\\u786e", "errcode": "0003"}'
2021-01-31 08:44:29.653 | DEBUG    | peng.test_zhuce:test_logi_api:31 - 登录请求结束
2021-01-31 08:44:29.653 | DEBUG    | peng.test_zhuce:test_logi_api:38 - 断言内容：errcode=>>>>>  0003==0003
2021-01-31 08:44:29.653 | DEBUG    | peng.test_zhuce:test_logi_api:39 - 断言内容：message=>>>>>  账号或密码不正确=={"msg": "账号或密码不正确", "errcode": "0003"}
2021-01-31 08:44:29.653 | INFO     | __main__:<module>:29 - pytest 用例执行结束

2021-01-31 08:44:32.701 | DEBUG    | __main__:<module>:37 - C:\Users\Administrator\PycharmProjects\Huimin_Api_Script_Pytest\Report/peng/Html/20210131
2021-01-31 17:02:02.306 | INFO     | __main__:<module>:27 - pytest 开始执行用例
2021-01-31 17:02:03.177 | INFO     | Common.OperationExcel:getExceldatas:37 - 读取文件：Data/add.xls
2021-01-31 17:02:03.244 | INFO     | Common.OperationExcel:getExceldatas:37 - 读取文件：Data/area.xls
2021-01-31 17:02:03.260 | INFO     | Common.OperationExcel:getExceldatas:37 - 读取文件：Data/area.xls
2021-01-31 17:02:03.272 | INFO     | Common.OperationExcel:getExceldatas:37 - 读取文件：Data/area.xls
2021-01-31 17:02:03.290 | INFO     | Common.OperationExcel:getExceldatas:37 - 读取文件：Data/login.xls
2021-01-31 17:02:03.318 | INFO     | Common.OperationExcel:getExceldatas:37 - 读取文件：Data/zhuce.xls
2021-01-31 17:02:03.349 | DEBUG    | Common.DBmysql:dbconnect:9 - C:\Users\Administrator\PycharmProjects\Huimin_Api_Script_Pytest\Config\DB.ini
2021-01-31 17:02:03.350 | DEBUG    | Common.DBmysql:dbconnect:14 - 链接数据库文件：./Config/DB.ini
2021-01-31 17:02:03.350 | DEBUG    | Common.DBmysql:dbconnect:25 - 开始链接数据库：host=192.168.1.252,db=apiautotest
2021-01-31 17:02:03.369 | DEBUG    | peng.test_Add:test_add_api:39 - 断言内容：name=>>>>>  user40==user40
2021-01-31 17:02:03.375 | DEBUG    | Common.DBmysql:dbconnect:9 - C:\Users\Administrator\PycharmProjects\Huimin_Api_Script_Pytest\Config\DB.ini
2021-01-31 17:02:03.376 | DEBUG    | Common.DBmysql:dbconnect:14 - 链接数据库文件：./Config/DB.ini
2021-01-31 17:02:03.376 | DEBUG    | Common.DBmysql:dbconnect:25 - 开始链接数据库：host=192.168.1.252,db=apiautotest
2021-01-31 17:02:03.390 | DEBUG    | peng.test_Add:test_add_api:39 - 断言内容：name=>>>>>  user41==user41
2021-01-31 17:02:03.397 | DEBUG    | Common.DBmysql:dbconnect:9 - C:\Users\Administrator\PycharmProjects\Huimin_Api_Script_Pytest\Config\DB.ini
2021-01-31 17:02:03.398 | DEBUG    | Common.DBmysql:dbconnect:14 - 链接数据库文件：./Config/DB.ini
2021-01-31 17:02:03.399 | DEBUG    | Common.DBmysql:dbconnect:25 - 开始链接数据库：host=192.168.1.252,db=apiautotest
2021-01-31 17:02:03.414 | DEBUG    | peng.test_Add:test_add_api:39 - 断言内容：name=>>>>>  user42==user42
2021-01-31 17:02:03.419 | DEBUG    | peng.test_area:test_init:10 - 执行初始化：清空数据后插入修改和删除的数据
2021-01-31 17:02:03.419 | DEBUG    | peng.test_area:test_init:14 - url=http://huiminschool.dev.com:8088/api/area/areaInit,method=GET
2021-01-31 17:02:03.465 | DEBUG    | peng.test_area:test_init:18 - {'code': 0, 'data': [], 'msg': '清空数据库，并插入ID为1和2的数据'}
2021-01-31 17:02:03.474 | INFO     | peng.test_area:test_add_api:26 - 获取城市区域数据：
2021-01-31 17:02:03.474 | INFO     | peng.test_area:test_add_api:27 - {'用例ID': 100.0, '用例模块': '城市区域', '用例名称': '城市新增', '用例地址': 'http://huiminschool.dev.com:8088/api/area/add', '请求方式': 'POST', '请求类型': 'json', '请求参数': '{"title":"项城","pid":"100","weight":"100"}', '请求头': '{"Content-Type":"application/json"}', '前置条件': 'login', '是否执行': 'y', '状态码': '0', '期望结果': '新增成功'}
2021-01-31 17:02:03.475 | DEBUG    | peng.test_area:getToken:97 - 获取token:
2021-01-31 17:02:03.475 | DEBUG    | peng.test_area:getToken:102 - url=http://huiminschool.dev.com:8088/v0/api/user/login,method=POST
2021-01-31 17:02:03.519 | DEBUG    | peng.test_area:getToken:104 - 获取token全部结果
2021-01-31 17:02:03.520 | DEBUG    | peng.test_area:getToken:105 - {'code': '10006', 'data': [], 'msg': '用户名或密码错误'}
2021-01-31 17:02:03.589 | DEBUG    | peng.test_area:getToken:97 - 获取token:
2021-01-31 17:02:03.590 | DEBUG    | peng.test_area:getToken:102 - url=http://huiminschool.dev.com:8088/v0/api/user/login,method=POST
2021-01-31 17:02:03.632 | DEBUG    | peng.test_area:getToken:104 - 获取token全部结果
2021-01-31 17:02:03.633 | DEBUG    | peng.test_area:getToken:105 - {'code': '10006', 'data': [], 'msg': '用户名或密码错误'}
2021-01-31 17:02:03.659 | DEBUG    | peng.test_area:getToken:97 - 获取token:
2021-01-31 17:02:03.659 | DEBUG    | peng.test_area:getToken:102 - url=http://huiminschool.dev.com:8088/v0/api/user/login,method=POST
2021-01-31 17:02:03.703 | DEBUG    | peng.test_area:getToken:104 - 获取token全部结果
2021-01-31 17:02:03.703 | DEBUG    | peng.test_area:getToken:105 - {'code': '10006', 'data': [], 'msg': '用户名或密码错误'}
2021-01-31 17:02:03.724 | DEBUG    | peng.test_login:test_logi_api:24 - 发送登录请求
2021-01-31 17:02:03.724 | DEBUG    | peng.test_login:test_logi_api:25 - 请求方式：post
2021-01-31 17:02:03.724 | DEBUG    | peng.test_login:test_logi_api:26 - 请求地址：http://192.168.1.252:6089/login
2021-01-31 17:02:03.724 | DEBUG    | peng.test_login:test_logi_api:27 - 请求数据：{"username": "kona", "password": "123456"}
2021-01-31 17:02:03.725 | DEBUG    | peng.test_login:test_logi_api:28 - 请求数据：{"Content-Type":"application/json"}
2021-01-31 17:02:03.732 | DEBUG    | peng.test_login:test_logi_api:30 - 请求结果：b'{"msg": "\\u767b\\u5f55\\u6210\\u529f", "errcode": "0000"}'
2021-01-31 17:02:03.732 | DEBUG    | peng.test_login:test_logi_api:31 - 登录请求结束
2021-01-31 17:02:03.733 | DEBUG    | peng.test_login:test_logi_api:38 - 断言内容：errcode=>>>>>  0000==0000
2021-01-31 17:02:03.733 | DEBUG    | peng.test_login:test_logi_api:39 - 断言内容：message=>>>>>  登录成功=={"msg": "登录成功", "errcode": "0000"}
2021-01-31 17:02:03.738 | DEBUG    | peng.test_login:test_logi_api:24 - 发送登录请求
2021-01-31 17:02:03.739 | DEBUG    | peng.test_login:test_logi_api:25 - 请求方式：post
2021-01-31 17:02:03.739 | DEBUG    | peng.test_login:test_logi_api:26 - 请求地址：http://192.168.1.252:6089/login
2021-01-31 17:02:03.739 | DEBUG    | peng.test_login:test_logi_api:27 - 请求数据：{"username": "kon", "password": "123"}
2021-01-31 17:02:03.739 | DEBUG    | peng.test_login:test_logi_api:28 - 请求数据：{"Content-Type":"application/json"}
2021-01-31 17:02:03.748 | DEBUG    | peng.test_login:test_logi_api:30 - 请求结果：b'{"msg": "\\u8d26\\u53f7\\u6216\\u5bc6\\u7801\\u4e0d\\u6b63\\u786e", "errcode": "0003"}'
2021-01-31 17:02:03.748 | DEBUG    | peng.test_login:test_logi_api:31 - 登录请求结束
2021-01-31 17:02:03.749 | DEBUG    | peng.test_login:test_logi_api:38 - 断言内容：errcode=>>>>>  0003==0003
2021-01-31 17:02:03.749 | DEBUG    | peng.test_login:test_logi_api:39 - 断言内容：message=>>>>>  账号或密码不正确=={"msg": "账号或密码不正确", "errcode": "0003"}
2021-01-31 17:02:03.753 | DEBUG    | peng.test_login:test_logi_api:24 - 发送登录请求
2021-01-31 17:02:03.754 | DEBUG    | peng.test_login:test_logi_api:25 - 请求方式：post
2021-01-31 17:02:03.754 | DEBUG    | peng.test_login:test_logi_api:26 - 请求地址：http://192.168.1.252:6089/login
2021-01-31 17:02:03.754 | DEBUG    | peng.test_login:test_logi_api:27 - 请求数据：{"username": "kona", "password": "123"}
2021-01-31 17:02:03.754 | DEBUG    | peng.test_login:test_logi_api:28 - 请求数据：{"Content-Type":"application/json"}
2021-01-31 17:02:03.762 | DEBUG    | peng.test_login:test_logi_api:30 - 请求结果：b'{"msg": "\\u8d26\\u53f7\\u6216\\u5bc6\\u7801\\u4e0d\\u6b63\\u786e", "errcode": "0003"}'
2021-01-31 17:02:03.762 | DEBUG    | peng.test_login:test_logi_api:31 - 登录请求结束
2021-01-31 17:02:03.763 | DEBUG    | peng.test_login:test_logi_api:38 - 断言内容：errcode=>>>>>  0003==0003
2021-01-31 17:02:03.763 | DEBUG    | peng.test_login:test_logi_api:39 - 断言内容：message=>>>>>  账号或密码不正确=={"msg": "账号或密码不正确", "errcode": "0003"}
2021-01-31 17:02:03.768 | DEBUG    | peng.test_zhuce:test_logi_api:24 - 发送登录请求
2021-01-31 17:02:03.768 | DEBUG    | peng.test_zhuce:test_logi_api:25 - 请求方式：post
2021-01-31 17:02:03.768 | DEBUG    | peng.test_zhuce:test_logi_api:26 - 请求地址：http://192.168.1.252:6089/login
2021-01-31 17:02:03.768 | DEBUG    | peng.test_zhuce:test_logi_api:27 - 请求数据：{"username": "kona", "password": "123456"}
2021-01-31 17:02:03.769 | DEBUG    | peng.test_zhuce:test_logi_api:28 - 请求数据：{"Content-Type":"application/json"}
2021-01-31 17:02:03.787 | DEBUG    | peng.test_zhuce:test_logi_api:30 - 请求结果：b'{"msg": "\\u767b\\u5f55\\u6210\\u529f", "errcode": "0000"}'
2021-01-31 17:02:03.787 | DEBUG    | peng.test_zhuce:test_logi_api:31 - 登录请求结束
2021-01-31 17:02:03.787 | DEBUG    | peng.test_zhuce:test_logi_api:38 - 断言内容：errcode=>>>>>  0000==0000
2021-01-31 17:02:03.788 | DEBUG    | peng.test_zhuce:test_logi_api:39 - 断言内容：message=>>>>>  登录成功=={"msg": "登录成功", "errcode": "0000"}
2021-01-31 17:02:03.793 | DEBUG    | peng.test_zhuce:test_logi_api:24 - 发送登录请求
2021-01-31 17:02:03.793 | DEBUG    | peng.test_zhuce:test_logi_api:25 - 请求方式：post
2021-01-31 17:02:03.793 | DEBUG    | peng.test_zhuce:test_logi_api:26 - 请求地址：http://192.168.1.252:6089/login
2021-01-31 17:02:03.794 | DEBUG    | peng.test_zhuce:test_logi_api:27 - 请求数据：{"username": "kon", "password": "123"}
2021-01-31 17:02:03.794 | DEBUG    | peng.test_zhuce:test_logi_api:28 - 请求数据：{"Content-Type":"application/json"}
2021-01-31 17:02:03.807 | DEBUG    | peng.test_zhuce:test_logi_api:30 - 请求结果：b'{"msg": "\\u8d26\\u53f7\\u6216\\u5bc6\\u7801\\u4e0d\\u6b63\\u786e", "errcode": "0003"}'
2021-01-31 17:02:03.808 | DEBUG    | peng.test_zhuce:test_logi_api:31 - 登录请求结束
2021-01-31 17:02:03.808 | DEBUG    | peng.test_zhuce:test_logi_api:38 - 断言内容：errcode=>>>>>  0003==0003
2021-01-31 17:02:03.808 | DEBUG    | peng.test_zhuce:test_logi_api:39 - 断言内容：message=>>>>>  账号或密码不正确=={"msg": "账号或密码不正确", "errcode": "0003"}
2021-01-31 17:02:03.815 | DEBUG    | peng.test_zhuce:test_logi_api:24 - 发送登录请求
2021-01-31 17:02:03.816 | DEBUG    | peng.test_zhuce:test_logi_api:25 - 请求方式：post
2021-01-31 17:02:03.816 | DEBUG    | peng.test_zhuce:test_logi_api:26 - 请求地址：http://192.168.1.252:6089/login
2021-01-31 17:02:03.816 | DEBUG    | peng.test_zhuce:test_logi_api:27 - 请求数据：{"username": "kona", "password": "123"}
2021-01-31 17:02:03.816 | DEBUG    | peng.test_zhuce:test_logi_api:28 - 请求数据：{"Content-Type":"application/json"}
2021-01-31 17:02:03.835 | DEBUG    | peng.test_zhuce:test_logi_api:30 - 请求结果：b'{"msg": "\\u8d26\\u53f7\\u6216\\u5bc6\\u7801\\u4e0d\\u6b63\\u786e", "errcode": "0003"}'
2021-01-31 17:02:03.836 | DEBUG    | peng.test_zhuce:test_logi_api:31 - 登录请求结束
2021-01-31 17:02:03.836 | DEBUG    | peng.test_zhuce:test_logi_api:38 - 断言内容：errcode=>>>>>  0003==0003
2021-01-31 17:02:03.836 | DEBUG    | peng.test_zhuce:test_logi_api:39 - 断言内容：message=>>>>>  账号或密码不正确=={"msg": "账号或密码不正确", "errcode": "0003"}
2021-01-31 17:02:03.851 | INFO     | __main__:<module>:29 - pytest 用例执行结束

2021-01-31 17:02:08.197 | DEBUG    | __main__:<module>:37 - C:\Users\Administrator\PycharmProjects\Huimin_Api_Script_Pytest\Report/peng/Html/20210131
2021-01-31 17:03:38.251 | INFO     | __main__:<module>:27 - pytest 开始执行用例
2021-01-31 17:03:38.928 | INFO     | Common.OperationExcel:getExceldatas:37 - 读取文件：Data/add.xls
2021-01-31 17:03:38.971 | INFO     | Common.OperationExcel:getExceldatas:37 - 读取文件：Data/area.xls
2021-01-31 17:03:38.983 | INFO     | Common.OperationExcel:getExceldatas:37 - 读取文件：Data/area.xls
2021-01-31 17:03:38.996 | INFO     | Common.OperationExcel:getExceldatas:37 - 读取文件：Data/area.xls
2021-01-31 17:03:39.012 | INFO     | Common.OperationExcel:getExceldatas:37 - 读取文件：Data/login.xls
2021-01-31 17:03:39.038 | INFO     | Common.OperationExcel:getExceldatas:37 - 读取文件：Data/zhuce.xls
2021-01-31 17:03:39.063 | DEBUG    | Common.DBmysql:dbconnect:9 - C:\Users\Administrator\PycharmProjects\Huimin_Api_Script_Pytest\Config\DB.ini
2021-01-31 17:03:39.064 | DEBUG    | Common.DBmysql:dbconnect:14 - 链接数据库文件：./Config/DB.ini
2021-01-31 17:03:39.064 | DEBUG    | Common.DBmysql:dbconnect:25 - 开始链接数据库：host=192.168.1.252,db=apiautotest
2021-01-31 17:03:39.071 | DEBUG    | peng.test_Add:test_add_api:39 - 断言内容：name=>>>>>  user40==user40
2021-01-31 17:03:39.075 | DEBUG    | Common.DBmysql:dbconnect:9 - C:\Users\Administrator\PycharmProjects\Huimin_Api_Script_Pytest\Config\DB.ini
2021-01-31 17:03:39.076 | DEBUG    | Common.DBmysql:dbconnect:14 - 链接数据库文件：./Config/DB.ini
2021-01-31 17:03:39.077 | DEBUG    | Common.DBmysql:dbconnect:25 - 开始链接数据库：host=192.168.1.252,db=apiautotest
2021-01-31 17:03:39.083 | DEBUG    | peng.test_Add:test_add_api:39 - 断言内容：name=>>>>>  user41==user41
2021-01-31 17:03:39.088 | DEBUG    | Common.DBmysql:dbconnect:9 - C:\Users\Administrator\PycharmProjects\Huimin_Api_Script_Pytest\Config\DB.ini
2021-01-31 17:03:39.089 | DEBUG    | Common.DBmysql:dbconnect:14 - 链接数据库文件：./Config/DB.ini
2021-01-31 17:03:39.090 | DEBUG    | Common.DBmysql:dbconnect:25 - 开始链接数据库：host=192.168.1.252,db=apiautotest
2021-01-31 17:03:39.105 | DEBUG    | peng.test_Add:test_add_api:39 - 断言内容：name=>>>>>  user42==user42
2021-01-31 17:03:39.110 | DEBUG    | peng.test_area:test_init:10 - 执行初始化：清空数据后插入修改和删除的数据
2021-01-31 17:03:39.110 | DEBUG    | peng.test_area:test_init:14 - url=http://huiminschool.dev.com:8088/api/area/areaInit,method=GET
2021-01-31 17:03:39.156 | DEBUG    | peng.test_area:test_init:18 - {'code': 0, 'data': [], 'msg': '清空数据库，并插入ID为1和2的数据'}
2021-01-31 17:03:39.166 | INFO     | peng.test_area:test_add_api:26 - 获取城市区域数据：
2021-01-31 17:03:39.167 | INFO     | peng.test_area:test_add_api:27 - {'用例ID': 100.0, '用例模块': '城市区域', '用例名称': '城市新增', '用例地址': 'http://huiminschool.dev.com:8088/api/area/add', '请求方式': 'POST', '请求类型': 'json', '请求参数': '{"title":"项城","pid":"100","weight":"100"}', '请求头': '{"Content-Type":"application/json"}', '前置条件': 'login', '是否执行': 'y', '状态码': '0', '期望结果': '新增成功'}
2021-01-31 17:03:39.167 | DEBUG    | peng.test_area:getToken:97 - 获取token:
2021-01-31 17:03:39.167 | DEBUG    | peng.test_area:getToken:102 - url=http://huiminschool.dev.com:8088/v0/api/user/login,method=POST
2021-01-31 17:03:39.198 | DEBUG    | peng.test_area:getToken:104 - 获取token全部结果
2021-01-31 17:03:39.198 | DEBUG    | peng.test_area:getToken:105 - {'code': 0, 'data': {'id': 1341, 'username': '3teacher', 'password': 'e10adc3949ba59abbe56e057f20f883e', 'mobile': '15222222222', 'token': '18a3b774122fdf674f099ad9047a8a19', 'sex': 1, 'nickname': '11111111111111111111', 'age': 0, 'create_time': '2021-01-31 17:03:38', 'update_time': '2021-01-31 17:03:38', 'status': 1}, 'msg': '登录成'}
2021-01-31 17:03:39.199 | DEBUG    | peng.test_area:getToken:108 - 获取token具体值：
2021-01-31 17:03:39.199 | DEBUG    | peng.test_area:getToken:109 - 18a3b774122fdf674f099ad9047a8a19
2021-01-31 17:03:39.199 | INFO     | peng.test_area:test_add_api:34 - 获取token:18a3b774122fdf674f099ad9047a8a19
2021-01-31 17:03:39.199 | DEBUG    | peng.test_area:getSeq:114 - 获取seq:
2021-01-31 17:03:39.200 | DEBUG    | peng.test_area:getSeq:119 - url=http://huiminschool.dev.com:8088/api/area/getCsrfTokenRedis,method=GET
2021-01-31 17:03:39.230 | DEBUG    | peng.test_area:getSeq:121 - 获取seq全部结果
2021-01-31 17:03:39.230 | DEBUG    | peng.test_area:getSeq:122 - {'code': 0, 'data': 7990, 'msg': ''}
2021-01-31 17:03:39.231 | DEBUG    | peng.test_area:getSeq:125 - 获取seq具体值：
2021-01-31 17:03:39.231 | DEBUG    | peng.test_area:getSeq:126 - 7990
2021-01-31 17:03:39.232 | INFO     | peng.test_area:test_add_api:37 - 获取验证码seq:7990
2021-01-31 17:03:39.232 | DEBUG    | peng.test_area:addArea:136 - url=http://huiminschool.dev.com:8088/api/area/add,method=POST
2021-01-31 17:03:39.232 | DEBUG    | peng.test_area:addArea:138 - 请求的参数
2021-01-31 17:03:39.232 | DEBUG    | peng.test_area:addArea:139 - {'title': '项城', 'pid': '100', 'weight': '100', 'code': 7990}
2021-01-31 17:03:39.233 | DEBUG    | peng.test_area:addArea:140 - 请求头
2021-01-31 17:03:39.233 | DEBUG    | peng.test_area:addArea:141 - {'Content-Type': 'application/json', 'token': '18a3b774122fdf674f099ad9047a8a19'}
2021-01-31 17:03:39.233 | DEBUG    | peng.test_area:addArea:142 - 发送新增地址请求
2021-01-31 17:03:39.275 | DEBUG    | peng.test_area:addArea:144 - 获取新增地址全部结果
2021-01-31 17:03:39.275 | DEBUG    | peng.test_area:addArea:145 - {'code': 0, 'data': {'title': '项城', 'pid': '100', 'weight': '100', 'code': 7990, 'id': '5'}, 'msg': ''}
2021-01-31 17:03:39.276 | DEBUG    | peng.test_area:addArea:147 - {'title': '项城', 'pid': '100', 'weight': '100', 'code': 7990, 'id': '5'}
2021-01-31 17:03:39.276 | INFO     | peng.test_area:test_add_api:43 - 通过接口插入数据库后得到的区域数据:
2021-01-31 17:03:39.276 | INFO     | peng.test_area:test_add_api:44 - {'title': '项城', 'pid': '100', 'weight': '100', 'code': 7990, 'id': '5'}
2021-01-31 17:03:39.277 | DEBUG    | peng.test_area:getSeq:114 - 获取seq:
2021-01-31 17:03:39.277 | DEBUG    | peng.test_area:getSeq:119 - url=http://huiminschool.dev.com:8088/api/area/getCsrfTokenRedis,method=GET
2021-01-31 17:03:39.302 | DEBUG    | peng.test_area:getSeq:121 - 获取seq全部结果
2021-01-31 17:03:39.302 | DEBUG    | peng.test_area:getSeq:122 - {'code': 0, 'data': 2351, 'msg': ''}
2021-01-31 17:03:39.303 | DEBUG    | peng.test_area:getSeq:125 - 获取seq具体值：
2021-01-31 17:03:39.303 | DEBUG    | peng.test_area:getSeq:126 - 2351
2021-01-31 17:03:39.303 | DEBUG    | peng.test_area:getArea:181 - url=http://huiminschool.dev.com:8088/api/area/detail?id=5&code=2351,method=GET
2021-01-31 17:03:39.341 | DEBUG    | peng.test_area:getArea:184 - 获取token全部结果
2021-01-31 17:03:39.342 | DEBUG    | peng.test_area:getArea:185 - {'code': 0, 'data': {'id': 5, 'title': '项城', 'pid': 100, 'weight': 100}, 'msg': ''}
2021-01-31 17:03:39.342 | INFO     | peng.test_area:test_add_api:47 - 通过接口，读取新插入的数据:
2021-01-31 17:03:39.343 | INFO     | peng.test_area:test_add_api:48 - {'id': 5, 'title': '项城', 'pid': 100, 'weight': 100}
2021-01-31 17:03:39.343 | DEBUG    | peng.test_area:assertAddArea:206 - 数据库断言：title：项城=====>数据库title：项城
2021-01-31 17:03:39.344 | DEBUG    | peng.test_area:assertAddArea:208 - 数据库断言：pid：100=====>数据库pid：100
2021-01-31 17:03:39.344 | DEBUG    | peng.test_area:assertAddArea:210 - 数据库断言：weight：100=====>数据库weight：100
2021-01-31 17:03:39.352 | DEBUG    | peng.test_area:getToken:97 - 获取token:
2021-01-31 17:03:39.352 | DEBUG    | peng.test_area:getToken:102 - url=http://huiminschool.dev.com:8088/v0/api/user/login,method=POST
2021-01-31 17:03:39.385 | DEBUG    | peng.test_area:getToken:104 - 获取token全部结果
2021-01-31 17:03:39.386 | DEBUG    | peng.test_area:getToken:105 - {'code': 0, 'data': {'id': 1341, 'username': '3teacher', 'password': 'e10adc3949ba59abbe56e057f20f883e', 'mobile': '15222222222', 'token': '18a3b774122fdf674f099ad9047a8a19', 'sex': 1, 'nickname': '11111111111111111111', 'age': 0, 'create_time': '2021-01-31 17:03:38', 'update_time': '2021-01-31 17:03:38', 'status': 1}, 'msg': '登录成'}
2021-01-31 17:03:39.386 | DEBUG    | peng.test_area:getToken:108 - 获取token具体值：
2021-01-31 17:03:39.387 | DEBUG    | peng.test_area:getToken:109 - 18a3b774122fdf674f099ad9047a8a19
2021-01-31 17:03:39.388 | INFO     | peng.test_area:test_edit_api:58 - 获取token:18a3b774122fdf674f099ad9047a8a19
2021-01-31 17:03:39.388 | DEBUG    | peng.test_area:getSeq:114 - 获取seq:
2021-01-31 17:03:39.389 | DEBUG    | peng.test_area:getSeq:119 - url=http://huiminschool.dev.com:8088/api/area/getCsrfTokenRedis,method=GET
2021-01-31 17:03:39.420 | DEBUG    | peng.test_area:getSeq:121 - 获取seq全部结果
2021-01-31 17:03:39.421 | DEBUG    | peng.test_area:getSeq:122 - {'code': 0, 'data': 4664, 'msg': ''}
2021-01-31 17:03:39.421 | DEBUG    | peng.test_area:getSeq:125 - 获取seq具体值：
2021-01-31 17:03:39.421 | DEBUG    | peng.test_area:getSeq:126 - 4664
2021-01-31 17:03:39.422 | INFO     | peng.test_area:test_edit_api:61 - 获取验证码seq:4664
